INSERT ALL
INTO Fall24_S003_T8_Travelers (T_ID, First_Name, Last_Name, DOB, Demographic_Type, Sex, Location_ID, Email, Phone) VALUES ('T00001', 'Valerie', 'Dominguez', TO_DATE('1995-06-20', 'YYYY-MM-DD'), 'Couple', 'O', 'L00053', 'robertwilliams@example.org', '808-871-7463x82')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00545', 'C00018')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00546', 'C00012')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00546', 'C00003')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00547', 'C00018')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00547', 'C00017')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00548', 'C00006')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00549', 'C00006')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00549', 'C00012')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00550', 'C00009')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00550', 'C00019')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00551', 'C00023')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00551', 'C00002')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00552', 'C00018')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00553', 'C00022')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00553', 'C00023')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00554', 'C00020')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00554', 'C00024')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00555', 'C00003')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00555', 'C00011')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00556', 'C00022')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00556', 'C00013')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00557', 'C00022')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00558', 'C00005')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00558', 'C00008')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00559', 'C00017')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00559', 'C00005')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00560', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00561', 'C00012')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00562', 'C00017')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00563', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00564', 'C00005')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00564', 'C00021')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00565', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00566', 'C00007')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00567', 'C00020')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00568', 'C00018')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00569', 'C00015')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00570', 'C00019')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00571', 'C00008')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00572', 'C00015')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00573', 'C00021')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00573', 'C00012')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00574', 'C00024')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00574', 'C00006')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00575', 'C00019')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00576', 'C00009')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00576', 'C00006')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00577', 'C00014')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00577', 'C00005')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00578', 'C00009')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00578', 'C00014')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00579', 'C00018')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00579', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00580', 'C00024')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00581', 'C00003')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00581', 'C00019')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00582', 'C00016')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00583', 'C00011')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00583', 'C00023')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00584', 'C00022')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00585', 'C00003')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00585', 'C00001')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00586', 'C00003')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00586', 'C00022')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00587', 'C00001')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00587', 'C00007')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00588', 'C00008')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00589', 'C00008')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00589', 'C00006')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00590', 'C00006')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00590', 'C00013')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00591', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00591', 'C00019')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00592', 'C00012')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00593', 'C00007')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00593', 'C00006')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00594', 'C00021')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00595', 'C00014')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00596', 'C00011')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00597', 'C00024')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00598', 'C00021')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00599', 'C00023')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00600', 'C00003')
SELECT * FROM dual;

COMMIT;

INSERT ALL
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00601', 'C00008')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00602', 'C00017')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00602', 'C00013')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00603', 'C00025')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00604', 'C00023')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00604', 'C00017')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00605', 'C00009')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00606', 'C00012')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00606', 'C00018')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00607', 'C00018')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00608', 'C00021')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00608', 'C00024')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00609', 'C00015')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00609', 'C00009')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00610', 'C00005')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00611', 'C00003')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00611', 'C00020')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00612', 'C00016')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00613', 'C00016')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00614', 'C00008')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00614', 'C00023')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00615', 'C00022')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00615', 'C00009')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00616', 'C00020')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00616', 'C00018')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00617', 'C00010')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00617', 'C00025')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00618', 'C00025')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00619', 'C00021')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00620', 'C00006')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00620', 'C00005')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00621', 'C00006')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00621', 'C00011')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00622', 'C00003')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00623', 'C00019')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00623', 'C00005')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00624', 'C00009')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00624', 'C00008')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00625', 'C00023')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00625', 'C00011')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00626', 'C00021')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00626', 'C00022')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00627', 'C00021')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00627', 'C00019')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00628', 'C00018')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00628', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00629', 'C00021')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00629', 'C00011')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00630', 'C00010')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00631', 'C00002')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00631', 'C00010')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00632', 'C00017')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00633', 'C00003')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00634', 'C00008')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00634', 'C00001')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00635', 'C00019')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00636', 'C00020')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00637', 'C00009')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00638', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00639', 'C00013')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00640', 'C00010')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00641', 'C00019')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00642', 'C00012')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00643', 'C00007')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00644', 'C00014')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00645', 'C00009')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00646', 'C00010')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00646', 'C00015')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00647', 'C00019')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00647', 'C00025')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00648', 'C00018')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00649', 'C00023')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00649', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00650', 'C00017')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00650', 'C00011')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00651', 'C00016')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00651', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00652', 'C00021')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00652', 'C00012')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00653', 'C00015')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00653', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00654', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00654', 'C00002')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00655', 'C00017')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00655', 'C00010')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00656', 'C00001')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00656', 'C00003')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00657', 'C00023')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00658', 'C00020')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00659', 'C00018')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00660', 'C00015')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00660', 'C00001')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00661', 'C00021')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00661', 'C00011')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00662', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00663', 'C00012')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00664', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00664', 'C00016')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00665', 'C00009')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00665', 'C00008')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00666', 'C00002')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00667', 'C00010')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00667', 'C00020')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00668', 'C00010')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00668', 'C00022')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00669', 'C00010')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00670', 'C00023')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00670', 'C00001')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00671', 'C00008')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00671', 'C00023')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00672', 'C00021')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00673', 'C00022')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00673', 'C00006')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00674', 'C00025')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00675', 'C00016')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00675', 'C00007')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00676', 'C00019')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00677', 'C00021')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00678', 'C00017')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00678', 'C00011')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00679', 'C00006')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00680', 'C00008')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00681', 'C00006')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00681', 'C00013')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00682', 'C00011')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00683', 'C00013')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00684', 'C00018')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00685', 'C00017')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00686', 'C00019')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00686', 'C00014')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00687', 'C00013')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00687', 'C00006')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00688', 'C00021')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00689', 'C00019')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00689', 'C00003')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00690', 'C00007')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00691', 'C00001')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00692', 'C00009')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00693', 'C00015')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00694', 'C00021')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00694', 'C00014')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00695', 'C00023')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00696', 'C00023')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00697', 'C00001')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00697', 'C00013')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00698', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00698', 'C00025')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00699', 'C00025')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00699', 'C00019')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00700', 'C00025')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00700', 'C00024')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00701', 'C00011')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00701', 'C00012')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00702', 'C00017')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00703', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00703', 'C00022')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00704', 'C00016')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00704', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00705', 'C00018')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00706', 'C00019')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00707', 'C00024')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00707', 'C00022')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00708', 'C00024')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00708', 'C00018')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00709', 'C00009')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00710', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00711', 'C00020')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00711', 'C00021')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00712', 'C00010')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00713', 'C00014')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00714', 'C00025')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00715', 'C00009')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00715', 'C00001')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00716', 'C00021')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00716', 'C00017')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00717', 'C00004')
INTO Fall24_S003_T8_Traveler_Preferences (T_ID, Preference_ID) VALUES ('T00718', 'C00021')
